Website URL,"סה""כ הון","סה""כ הון והתחייבויות",הכנסות,רווח גולמי,רווח (הפסד) לפני מס, רווח (הפסד),מספר ברשם,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 23,company number,Company Name,Report Type,Symbol,Links,Found HTM Link 1,Found HTM Link 2,Note,Found HTM Link 3
https://mayafiles.tase.co.il/RHtm/1437001-1438000/H1437169.htm,"52,454","217,206","96,112","12,368","-5,141","-4,257","-4,257",0,-0.029,-0.026,"-4,257",0,"-24,014","-28,764","68,209",0,0,"15,431","4,115","19,546","אב-גד החזקות בע""מ",514091685.00,אב-גד,שנתי 2021,1829,reports/details/1437169/1/0,https://mayafiles.tase.co.il/RHtm/1437001-1438000/H1437169.htm,https://mayafiles.tase.co.il/RHtm/1437001-1438000/H1437169.htm,,
https://mayafiles.tase.co.il/RHtm/1512001-1513000/H1512495.htm,"70,876","236,780","136,732","20,017","2,787",897,897,0,0.07,0.06,897,0,"34,267","-33,445","10,811",0,0,"11,633","19,546","31,179","אב-גד החזקות בע""מ",514091685.00,אב-גד,שנתי 2022,1829,reports/details/1512495/1/0,https://mayafiles.tase.co.il/RHtm/1512001-1513000/H1512495.htm,https://mayafiles.tase.co.il/RHtm/1512001-1513000/H1512495.htm,,
https://mayafiles.tase.co.il/RHtm/1297001-1298000/H1297769.htm,"271,125","831,928","26,492","2,753",120,104,104,0,0.01,0.01,_________,_________,"20,454","-18,825","-5,492",-372,0,"-4,235","23,851","19,616","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 1 2020,444,reports/details/1297769/1/0,https://mayafiles.tase.co.il/RHtm/1297001-1298000/H1297769.htm,https://mayafiles.tase.co.il/RHtm/1297001-1298000/H1297769.htm,,
https://mayafiles.tase.co.il/RHtm/1373001-1374000/H1373016.htm,"289,646","795,582","55,005","9,554","5,462","4,217","4,217",0,0.32,0.32,"4,196",_________,"3,446","-5,599","-5,151",-14,0,"-7,318","18,841","11,523","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 1 2021,444,reports/details/1373016/1/0,https://mayafiles.tase.co.il/RHtm/1373001-1374000/H1373016.htm,https://mayafiles.tase.co.il/RHtm/1373001-1374000/H1373016.htm,,
https://mayafiles.tase.co.il/RHtm/1453001-1454000/H1453643.htm,"306,375","741,505","86,683","15,476","9,846","7,595","7,595",0,0.57,0.57,"7,768",_________,"32,977","-10,522","-64,081",1,0,"-41,625","50,862","9,237","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 1 2022,444,reports/details/1453643/1/0,https://mayafiles.tase.co.il/RHtm/1453001-1454000/H1453643.htm,https://mayafiles.tase.co.il/RHtm/1453001-1454000/H1453643.htm,,
https://mayafiles.tase.co.il/RHtm/1525001-1526000/H1525394.htm,"316,221","907,206","34,299","5,712","8,009","6,183","6,183",0,0.47,0.47,"7,673",_________,"-198,342","9,565","115,276",103,0,"-73,398","80,807","7,409","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 1 2023,444,reports/details/1525394/1/0,https://mayafiles.tase.co.il/RHtm/1525001-1526000/H1525394.htm,https://mayafiles.tase.co.il/RHtm/1525001-1526000/H1525394.htm,,
https://mayafiles.tase.co.il/RHtm/1247001-1248000/H1247543.htm,"262,440","781,849","30,510","5,591","2,032","1,532","1,532",0,0.12,0.12,_________,_________,"1,298","-1,698","-7,820",-90,0,"-8,310","17,369","9,059","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 2 2019,444,reports/details/1247543/1/0,https://mayafiles.tase.co.il/RHtm/1247001-1248000/H1247543.htm,https://mayafiles.tase.co.il/RHtm/1247001-1248000/H1247543.htm,,
https://mayafiles.tase.co.il/RHtm/1314001-1315000/H1314887.htm,"279,091","800,980","97,492","15,045","10,260","7,949","7,949",0,0.6,0.6,_________,_________,"20,336","2,287","-36,051",-25,0,"-13,453","19,616","6,163","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 2 2020,444,reports/details/1314887/1/0,https://mayafiles.tase.co.il/RHtm/1314001-1315000/H1314887.htm,https://mayafiles.tase.co.il/RHtm/1314001-1315000/H1314887.htm,,
https://mayafiles.tase.co.il/RHtm/1395001-1396000/H1395513.htm,"295,875","813,463","68,241","14,105","10,040","7,704","7,704",0,0.58,0.58,"8,097",_________,"38,881","-28,575","-5,261",242,0,"5,287","11,523","16,810","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 2 2021,444,reports/details/1395513/1/0,https://mayafiles.tase.co.il/RHtm/1395001-1396000/H1395513.htm,https://mayafiles.tase.co.il/RHtm/1395001-1396000/H1395513.htm,,
https://mayafiles.tase.co.il/RHtm/1471001-1472000/H1471676.htm,"308,150","738,410","33,852","7,514","2,764","2,379","2,379",0,0.18,0.18,"1,747",_________,"70,796",208,"-69,757",-819,0,428,"9,237","9,665","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 2 2022,444,reports/details/1471676/1/0,https://mayafiles.tase.co.il/RHtm/1471001-1472000/H1471676.htm,https://mayafiles.tase.co.il/RHtm/1471001-1472000/H1471676.htm,,
https://mayafiles.tase.co.il/RHtm/1540001-1541000/H1540357.htm,"321,252","897,460","79,379","12,711","5,454","4,306","4,306",0,0.33,0.33,"5,033",_________,"6,803","2,574","-11,202",-22,0,"-1,847","7,409","5,562","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 2 2023,444,reports/details/1540357/1/0,https://mayafiles.tase.co.il/RHtm/1540001-1541000/H1540357.htm,https://mayafiles.tase.co.il/RHtm/1540001-1541000/H1540357.htm,,
https://mayafiles.tase.co.il/RHtm/1540001-1541000/H1540240.htm,"321,252","897,460","79,379","12,711","5,454","4,306","4,306",0,0.33,0.33,"5,033",_________,"6,803","2,574","-11,202",-22,0,"-1,847","7,409","5,562","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 2 2023,444,reports/details/1540240/1/0,https://mayafiles.tase.co.il/RHtm/1540001-1541000/H1540240.htm,https://mayafiles.tase.co.il/RHtm/1540001-1541000/H1540240.htm,,
https://mayafiles.tase.co.il/RHtm/1263001-1264000/H1263964.htm,"266,935","799,160","37,968","7,768","7,048","5,479","5,479",0,0.41,0.41,_________,_________,"11,035","-7,790","-2,703",-32,0,510,"9,059","9,569","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 3 2019,444,reports/details/1263964/1/0,https://mayafiles.tase.co.il/RHtm/1263001-1264000/H1263964.htm,https://mayafiles.tase.co.il/RHtm/1263001-1264000/H1263964.htm,,
https://mayafiles.tase.co.il/RHtm/1336001-1337000/H1336315.htm,"277,688","799,025","53,252","5,676","13,332","1,103","1,103",0,0.08,0.08,_________,_________,"7,096",307,"-5,401",302,0,"2,304","6,163","8,467","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 3 2020,444,reports/details/1336315/1/0,https://mayafiles.tase.co.il/RHtm/1336001-1337000/H1336315.htm,https://mayafiles.tase.co.il/RHtm/1336001-1337000/H1336315.htm,,
https://mayafiles.tase.co.il/RHtm/1414001-1415000/H1414956.htm,"295,545","826,296","62,580","5,065",439,462,462,0,0.03,0.03,-361,_________,"24,028","-25,340","-1,618",-219,0,"-3,149","16,810","13,661","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 3 2021,444,reports/details/1414956/1/0,https://mayafiles.tase.co.il/RHtm/1414001-1415000/H1414956.htm,https://mayafiles.tase.co.il/RHtm/1414001-1415000/H1414956.htm,,
https://mayafiles.tase.co.il/RHtm/1488001-1489000/H1488683.htm,"304,845","713,971","29,402","1,452","-2,672","-2,036","-2,036",0,-0.15,-0.15,"-3,332",_________,"-11,143","26,988","-14,633",702,0,"1,914","9,665","11,579","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,רבעון 3 2022,444,reports/details/1488683/1/0,https://mayafiles.tase.co.il/RHtm/1488001-1489000/H1488683.htm,https://mayafiles.tase.co.il/RHtm/1488001-1489000/H1488683.htm,,
https://mayafiles.tase.co.il/RHtm/1286001-1287000/H1286069.htm,"272,504","818,627","120,682","21,667","17,236","13,410","13,410",0,1.01,1.01,_________,_________,"31,468","-2,145","-28,867",-288,0,168,"23,683","23,851","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,שנתי 2019,444,reports/details/1286069/1/0,https://mayafiles.tase.co.il/RHtm/1286001-1287000/H1286069.htm,https://mayafiles.tase.co.il/RHtm/1286001-1287000/H1286069.htm,,
https://mayafiles.tase.co.il/RHtm/1360001-1361000/H1360996.htm,"285,418","800,835","236,088","32,452","16,534","13,710","13,710",0,1.03,1.03,"15,892",_________,"64,537","-16,072","-53,724",249,0,"-5,010","23,851","18,841","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,שנתי 2020,444,reports/details/1360996/1/0,https://mayafiles.tase.co.il/RHtm/1360001-1361000/H1360996.htm,https://mayafiles.tase.co.il/RHtm/1360001-1361000/H1360996.htm,,
https://mayafiles.tase.co.il/RHtm/1441001-1442000/H1441673.htm,"298,580","813,454","206,657","12,802","8,324","6,192","6,192",0,0.47,0.47,"14,935",_________,"74,159","-28,333","-13,702",-103,0,"32,021","18,841","50,862","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,שנתי 2021,444,reports/details/1441673/1/0,https://mayafiles.tase.co.il/RHtm/1441001-1442000/H1441673.htm,https://mayafiles.tase.co.il/RHtm/1441001-1442000/H1441673.htm,,
https://mayafiles.tase.co.il/RHtm/1515001-1516000/H1515192.htm,"308,546","801,250","172,517","26,717","13,000","9,733","9,733",0,0.73,0.73,"9,841",_________,"94,254","11,884","-75,871",-322,0,"29,945","50,862","80,807","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,שנתי 2022,444,reports/details/1515192/1/0,https://mayafiles.tase.co.il/RHtm/1515001-1516000/H1515192.htm,https://mayafiles.tase.co.il/RHtm/1515001-1516000/H1515192.htm,,
https://mayafiles.tase.co.il/RHtm/1514001-1515000/H1514774.htm,"308,546","801,250","172,517","26,717","13,000","9,733","9,733",0,0.73,0.73,"9,841",_________,"94,254","11,884","-75,871",-322,0,"29,945","50,862","80,807","מרדכי אביב תעשיות בניה (1973) בע""מ",520039264.00,אביב בניה,שנתי 2022,444,reports/details/1514774/1/0,https://mayafiles.tase.co.il/RHtm/1514001-1515000/H1514774.htm,https://mayafiles.tase.co.il/RHtm/1514001-1515000/H1514774.htm,,
https://mayafiles.tase.co.il/RHtm/1371001-1372000/H1371339.htm,,,,,,,,,,,,,,,,,,,,,"אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,רבעון 1 2021,1397,reports/details/1371339/1/0,https://mayafiles.tase.co.il/RHtm/1371001-1372000/H1371339.htm,https://mayafiles.tase.co.il/RHtm/1371001-1372000/H1371339.htm,,
https://mayafiles.tase.co.il/RHtm/1370001-1371000/H1370699.htm,"137,274","199,941","30,092","7,040","12,121","12,118","11,996",122,0.19,0.19,"11,996",122,"1,765","-11,142","2,682",0,0,"-6,695","13,359","6,664","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,רבעון 1 2021,1397,reports/details/1370699/1/0,https://mayafiles.tase.co.il/RHtm/1370001-1371000/H1370699.htm,https://mayafiles.tase.co.il/RHtm/1370001-1371000/H1370699.htm,,
https://mayafiles.tase.co.il/RHtm/1449001-1450000/H1449437.htm,"187,416","385,312","75,613","21,750","1,484",212,-204,416,-0.003,-0.003,-114,416,"-1,489","-2,588","37,909",0,0,"33,832","67,780","101,612","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,רבעון 1 2022,1397,reports/details/1449437/1/0,https://mayafiles.tase.co.il/RHtm/1449001-1450000/H1449437.htm,https://mayafiles.tase.co.il/RHtm/1449001-1450000/H1449437.htm,,
https://mayafiles.tase.co.il/RHtm/1522001-1523000/H1522017.htm,"252,773","508,470","104,084","77,309","3,499","3,017","2,876",141,0.03,0.03,"3,060",141,"6,674","-2,497","-9,706",44,-,"-5,485","80,635","75,150","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,רבעון 1 2023,1397,reports/details/1522017/1/0,https://mayafiles.tase.co.il/RHtm/1522001-1523000/H1522017.htm,https://mayafiles.tase.co.il/RHtm/1522001-1523000/H1522017.htm,,
https://mayafiles.tase.co.il/RHtm/1246001-1247000/H1246011.htm,"122,558","138,837","7,629",_________,"6,153","6,153","6,153",_________,0.12,0.12,92,_________,"3,390","-9,963",0,"-2,511",0,"-9,084","54,819","45,735","בבילון בע""מ",512512468.00,אברא,רבעון 2 2019,1397,reports/details/1246011/1/0,https://mayafiles.tase.co.il/RHtm/1246001-1247000/H1246011.htm,https://mayafiles.tase.co.il/RHtm/1246001-1247000/H1246011.htm,,
https://mayafiles.tase.co.il/RHtm/1318001-1319000/H1318059.htm,"98,716","122,669","-8,775",_________,"-15,695","-15,748","-15,748",_________,-0.3,-0.3,_________,_________,"2,227","1,057","2,431",-505,0,"5,210","51,829","57,039","בבילון בע""מ",512512468.00,אברא,רבעון 2 2020,1397,reports/details/1318059/1/0,https://mayafiles.tase.co.il/RHtm/1318001-1319000/H1318059.htm,https://mayafiles.tase.co.il/RHtm/1318001-1319000/H1318059.htm,,
https://mayafiles.tase.co.il/RHtm/1316001-1317000/H1316916.htm,,,,,,,,,,,,,,,,,,,,,"בבילון בע""מ",512512468.00,אברא,רבעון 2 2020,1397,reports/details/1316916/1/0,https://mayafiles.tase.co.il/RHtm/1316001-1317000/H1316916.htm,https://mayafiles.tase.co.il/RHtm/1316001-1317000/H1316916.htm,,
https://mayafiles.tase.co.il/RHtm/1393001-1394000/H1393259.htm,"187,563","349,216","44,828","11,525",647,342,413,-71,0.01,0.01,423,-71,"1,802","11,594","44,552",0,0,"57,948","6,664","64,612","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,רבעון 2 2021,1397,reports/details/1393259/1/0,https://mayafiles.tase.co.il/RHtm/1393001-1394000/H1393259.htm,https://mayafiles.tase.co.il/RHtm/1393001-1394000/H1393259.htm,,
https://mayafiles.tase.co.il/RHtm/1470001-1471000/H1470346.htm,"242,588","495,928","88,505","24,624","1,975",555,170,385,0.01,0.01,890,385,"6,607","-72,558","47,977",420,0,"-17,554","101,612","84,058","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,רבעון 2 2022,1397,reports/details/1470346/1/0,https://mayafiles.tase.co.il/RHtm/1470001-1471000/H1470346.htm,https://mayafiles.tase.co.il/RHtm/1470001-1471000/H1470346.htm,,
https://mayafiles.tase.co.il/RHtm/1541001-1542000/H1541078.htm,"254,188","499,663","101,949","26,896","2,777","1,262","1,201",61,0.01,0.01,"1,703",61,"2,405",607,"-11,974",96,0,"-8,866","75,150","66,284","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,רבעון 2 2023,1397,reports/details/1541078/1/0,https://mayafiles.tase.co.il/RHtm/1541001-1542000/H1541078.htm,https://mayafiles.tase.co.il/RHtm/1541001-1542000/H1541078.htm,,
https://mayafiles.tase.co.il/RHtm/1334001-1335000/H1334140.htm,"129,209","152,679","12,086",_________,"1,636","1,581","1,581",_________,0.03,0.03,"1,581",_________,"1,915","12,734","28,185",-56,0,"42,778","57,039","99,817","בבילון בע""מ",512512468.00,אברא,רבעון 3 2020,1397,reports/details/1334140/1/0,https://mayafiles.tase.co.il/RHtm/1334001-1335000/H1334140.htm,https://mayafiles.tase.co.il/RHtm/1334001-1335000/H1334140.htm,,
https://mayafiles.tase.co.il/RHtm/1412001-1413000/H1412614.htm,"187,640","342,479","62,538","16,405",859,600,458,142,0.01,0.01,402,142,"-5,693","4,068","2,314",0,0,689,"64,612","65,301","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,רבעון 3 2021,1397,reports/details/1412614/1/0,https://mayafiles.tase.co.il/RHtm/1412001-1413000/H1412614.htm,https://mayafiles.tase.co.il/RHtm/1412001-1413000/H1412614.htm,,
https://mayafiles.tase.co.il/RHtm/1486001-1487000/H1486099.htm,"244,507","496,377","102,775","27,250","2,884",771,430,341,0.01,0.01,259,341,"2,847","-13,527","6,949",-106,0,"-3,837","84,058","80,221","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,רבעון 3 2022,1397,reports/details/1486099/1/0,https://mayafiles.tase.co.il/RHtm/1486001-1487000/H1486099.htm,https://mayafiles.tase.co.il/RHtm/1486001-1487000/H1486099.htm,,
https://mayafiles.tase.co.il/RHtm/1285001-1286000/H1285042.htm,"110,998","113,247","7,480",_________,"-1,457","-1,457","-1,457",_________,-0.03,-0.03,"-11,468",_________,"11,033","-9,955",0,"-4,068",0,"-2,990","54,819","51,829","בבילון בע""מ",512512468.00,אברא,שנתי 2019,1397,reports/details/1285042/1/0,https://mayafiles.tase.co.il/RHtm/1285001-1286000/H1285042.htm,https://mayafiles.tase.co.il/RHtm/1285001-1286000/H1285042.htm,,
https://mayafiles.tase.co.il/RHtm/1359001-1360000/H1359621.htm,"122,382","182,833","31,990","7,374","-21,155","-21,322","-21,322",0,-0.38,-0.38,"-20,858",0,"2,847","-72,092","31,929","-1,154",0,"-38,470","51,829","13,359","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,שנתי 2020,1397,reports/details/1359621/1/0,https://mayafiles.tase.co.il/RHtm/1359001-1360000/H1359621.htm,https://mayafiles.tase.co.il/RHtm/1359001-1360000/H1359621.htm,,
https://mayafiles.tase.co.il/RHtm/1437001-1438000/H1437855.htm,"186,933","343,559","209,066","53,075","13,444","12,271","11,755",516,0.17,0.17,"11,566",516,162,"5,920","48,339",0,0,"54,421","13,359","67,780","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,שנתי 2021,1397,reports/details/1437855/1/0,https://mayafiles.tase.co.il/RHtm/1437001-1438000/H1437855.htm,https://mayafiles.tase.co.il/RHtm/1437001-1438000/H1437855.htm,,
https://mayafiles.tase.co.il/RHtm/1512001-1513000/H1512827.htm,"248,599","516,521","371,834","101,478","12,053","4,637","2,835","1,802",0.04,0.04,"3,468","1,802","18,727","-94,267","88,087",308,0,"12,855","67,780","80,635","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,שנתי 2022,1397,reports/details/1512827/1/0,https://mayafiles.tase.co.il/RHtm/1512001-1513000/H1512827.htm,https://mayafiles.tase.co.il/RHtm/1512001-1513000/H1512827.htm,,
https://mayafiles.tase.co.il/RHtm/1510001-1511000/H1510702.htm,"248,599","516,521","371,834","101,478","12,053","4,637","2,835","1,802",0.04,0.04,"3,468","1,802","18,727","-94,267","88,087",308,0,"12,855","67,780","80,635","אברא טכנולוגיות מידע בע""מ",512512468.00,אברא,שנתי 2022,1397,reports/details/1510702/1/0,https://mayafiles.tase.co.il/RHtm/1510001-1511000/H1510702.htm,https://mayafiles.tase.co.il/RHtm/1510001-1511000/H1510702.htm,,
https://mayafiles.tase.co.il/RHtm/1302001-1303000/H1302418.htm,,,,,,,,,,,,,,,,,,,,,"אדגר השקעות ופיתוח בע""מ",520035171.00,אדגר השקעות,רבעון 1 2020,182,reports/details/1302418/1/0,https://mayafiles.tase.co.il/RHtm/1302001-1303000/H1302418.htm,https://mayafiles.tase.co.il/RHtm/1302001-1303000/H1302418.htm,,
https://mayafiles.tase.co.il/RHtm/1299001-1300000/H1299054.htm,,,,,,,,,,,,,,,,,,,,,"אדגר השקעות ופיתוח בע""מ",520035171.00,אדגר השקעות,רבעון 1 2020,182,reports/details/1299054/1/0,https://mayafiles.tase.co.il/RHtm/1299001-1300000/H1299054.htm,https://mayafiles.tase.co.il/RHtm/1299001-1300000/H1299054.htm,,
https://mayafiles.tase.co.il/RHtm/1298001-1299000/H1298211.htm,"1,271,134","4,906,745","60,449","53,691","11,848","8,493","10,959","-2,466",0.07,0.07,"-18,504","-3,140","4,410","-130,227","338,331","-4,439",0,"208,075","256,961","465,036","אדגר השקעות ופיתוח בע""מ",520035171.00,אדגר השקעות,רבעון 1 2020,182,reports/details/1298211/1/0,https://mayafiles.tase.co.il/RHtm/1298001-1299000/H1298211.htm,https://mayafiles.tase.co.il/RHtm/1298001-1299000/H1298211.htm,,
https://mayafiles.tase.co.il/RHtm/1372001-1373000/H1372657.htm,"1,277,150","4,828,566","63,785","58,055","26,909","16,288","16,288",0,0.1,0.1,"34,177",0,"5,450","-36,474","-52,096","2,039",0,"-81,081","424,446","343,365","אדגר השקעות ופיתוח בע""מ",520035171.00,אדגר השקעות,רבעון 1 2021,182,reports/details/1372657/1/0,https://mayafiles.tase.co.il/RHtm/1372001-1373000/H1372657.htm,https://mayafiles.tase.co.il/RHtm/1372001-1373000/H1372657.htm,,
https://mayafiles.tase.co.il/RHtm/1450001-1451000/H1450349.htm,"1,381,716","5,226,549","67,061","59,969","6,899","5,435","5,435",0,0.03,0.03,"28,932",0,"31,597","-28,453","220,266","2,290",0,"225,700","285,195","510,895","אדגר השקעות ופיתוח בע""מ",520035171.00,אדגר השקעות,רבעון 1 2022,182,reports/details/1450349/1/0,https://mayafiles.tase.co.il/RHtm/1450001-1451000/H1450349.htm,https://mayafiles.tase.co.il/RHtm/1450001-1451000/H1450349.htm,,
https://mayafiles.tase.co.il/RHtm/1522001-1523000/H1522794.htm,"1,387,998","5,654,079","76,206","65,284","6,481","9,159","9,159",0,0.06,0.06,"30,153",0,"29,194","-56,197","59,552","4,708",0,"37,257","456,944","494,201","אדגר השקעות ופיתוח בע""מ",520035171.00,אדגר השקעות,רבעון 1 2023,182,reports/details/1522794/1/0,https://mayafiles.tase.co.il/RHtm/1522001-1523000/H1522794.htm,https://mayafiles.tase.co.il/RHtm/1522001-1523000/H1522794.htm,,
https://mayafiles.tase.co.il/RHtm/1247001-1248000/H1247919.htm,"1,087,609","4,527,488","62,904","58,020","45,738","36,473","39,507","-3,034",0.3,0.3,"36,400","-3,751","29,015","-33,732","83,574","1,691",0,"80,548","166,851","247,399","אדגר השקעות ופיתוח בע""מ",520035171.00,אדגר השקעות,רבעון 2 2019,182,reports/details/1247919/1/0,https://mayafiles.tase.co.il/RHtm/1247001-1248000/H1247919.htm,https://mayafiles.tase.co.il/RHtm/1247001-1248000/H1247919.htm,,
